Camara,Especie,Esfuerzo,Visitas,Año,Modelo,DBMC,Rio,T_max,HR
B2_3,Venado,22,0,A 2014,M 2,116.10771,1294,34.6,47.87
B2_3,Venado,22,0,A 2014,M 2,116.10771,1294,35.45,48.515
B2_3,Venado,22,0,A 2014,M 2,116.10771,1294,36.825,44.9375
B2_3,Venado,22,0,A 2014,M 2,116.10771,1294,37.125,45.9275
B2_3,Venado,22,2,A 2014,M 2,116.10771,1294,36,46.4025
B2_3,Venado,22,0,A 2014,M 2,116.10771,1294,39.55,39.8375
B2_3,Venado,22,0,A 2014,M 2,116.10771,1294,32.475,39.05
B2_3,Venado,22,1,A 2014,M 2,116.10771,1294,38.375,36.6
B2_3,Venado,22,1,A 2014,M 2,116.10771,1294,33.45,53.46
B2_3,Venado,22,0,A 2014,M 2,116.10771,1294,34.725,51.345
B2_3,Venado,22,0,A 2014,M 2,116.10771,1294,38.975,39.205
B2_3,Venado,22,1,A 2014,M 2,116.10771,1294,39.325,43.62
